Ranking,Id,VesId,IMONum,RefNum,ShipName,YearBuilt,MonthBuilt,Type,Length,RepLength,Draught,GearSWLLargest,GearTypeLargest,PrplsnUnits,PropellerType,SvcSpeed,DWT,RepresentDWT,GT,RepresentGT,ROROLnLnth,ROROLnHt,Decks,Cars,RampSWL,Pax,ROROLnWidth,RORORampPosition,TEU,EnginesNumber,EngineDesign,EngineModel,Shipbuilder,EngBuilder,AuxNumEngBuilder,AuxNumEngDesign,AuxNumEngModel,GenNumber,GenKW,ProplnType,NewbldPrice,SalePrice,SaleDate,Crew,CountryBuilt,RegisteredOwner,Flag,Age,DWT_ThrougPut,GT_ThroughPut,DollarPerDWT,DollarPerGT,ImageURL,ROROName,PerComplete,FlagUrl,Country,ISO2,Built,CLINStatus,AgeValue,AgeRankPercent,DwtTptRankPercent,GtTptRankPercent,SpeedRankPercent,RepDwtRankPercent,GTRankPercent,LengthRankPercent,WeightedRanking
755,97,120,9177038,3621483,CHANG RONG KOU,2000,1,Vehicles Carrier,176.7,171.2,8.766,0,,1,Fixed Pitch,19.5,12778,11667,37237,36126,0,5,11,4362,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,B&W,7S50MC-C,Uljanik Brodogradiliste dd,'Uljanik' Strojogradnja dd - Croatia,Man-B&W Diesel Ag,MAN-B&W,6L23/30H,3,2760,Oil Engine(s) Direct Drive,"$3,60,00,000 ",,,23,Croatia,COSCO Shipping Specialized,China,20,1196.0208,3485.3832,3085.626125,996.512207,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 43.394178%;"" aria-valuenow=""43.394178"" aria-valuemin=""0"" aria-valuemax=""100"">43%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_the_People%27s_Republic_of_China.svg/150px-Flag_of_the_People%27s_Republic_of_China.svg.png,China,CN,,,25,55.555556,24.795503,40.167364,73.584906,21.322441,36.373705,59.695946,43.394178
756,128,153,9190858,3635303,SAIC ANJI PHOENIX,2000,8,Vehicles Carrier,176.7,171.2,8.766,0,,1,Fixed Pitch,19.5,12778,11667,37237,36126,0,5,11,4632,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,B&W,7S50MC-C,Uljanik Brodogradiliste dd,'Uljanik' Strojogradnja dd - Croatia,MAN-B&W,MAN-B&W,6L23/30H,3,2700,Oil Engine(s) Direct Drive,,,,25,Croatia,Anji Shipping Hong Kong Co Ltd,Hong Kong,20,1196.0208,3485.3832,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 43.394178%;"" aria-valuenow=""43.394178"" aria-valuemin=""0"" aria-valuemax=""100"">43%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Flag_of_Hong_Kong.svg/200px-Flag_of_Hong_Kong.svg.png,Hong Kong,HK,,,25,55.555556,24.795503,40.167364,73.584906,21.322441,36.373705,59.695946,43.394178
757,99,122,9177052,3621497,MOSEL ACE,2000,11,Vehicles Carrier,176.7,171.2,8.766,0,,1,Fixed Pitch,19.5,12761,11650,37237,36126,0,5,11,4701,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,B&W,7S50MC-C,Uljanik Brodogradiliste dd,'Uljanik' Strojogradnja dd - Croatia,Man-B&W Diesel Ag,MAN-B&W,6L23/30H,3,2760,Oil Engine(s) Direct Drive,"$4,00,00,000 ",,,25,Croatia,Natureza Maritima SA,Panama,20,1194.4296,3485.3832,3433.476395,1107.235786,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 43.383310%;"" aria-valuenow=""43.383310"" aria-valuemin=""0"" aria-valuemax=""100"">43%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,25,55.555556,24.762515,40.167364,73.584906,21.291372,36.373705,59.695946,43.38331
758,110,134,9182356,3626801,COMET ACE,2000,2,Vehicles Carrier,174.98,169.48,8.519,0,,1,Fixed Pitch,18.9,14283,13172,36615,35504,0,4.9,10,3600,80,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC52LS,Kanasashi HI - Toyohashi,Kobe Hatsudoki KK - Japan,,,,3,2646,Oil Engine(s) Direct Drive,,,,0,Japan,Bright Ocean Maritime SA,Panama,20,1295.75376,3321.7128,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 43.369293%;"" aria-valuenow=""43.369293"" aria-valuemin=""0"" aria-valuemax=""100"">43%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,25,55.555556,26.863133,38.281141,71.320755,24.072957,35.74744,59.114865,43.369293
759,98,121,9177040,3621485,CHANG SHENG HONG,2000,5,Vehicles Carrier,176.5,171,8.75,0,,1,Fixed Pitch,19.5,12743,11632,37237,36126,0,5,11,4632,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,B&W,7S50MC-C,Uljanik Brodogradiliste dd,'Uljanik' Strojogradnja dd - Croatia,Man-B&W Diesel Ag,MAN-B&W,6L23/30H,3,2760,Oil Engine(s) Direct Drive,"$4,00,00,000 ",,,23,Croatia,Rptd Sold China,China,20,1192.7448,3485.3832,3438.789546,1107.235786,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 43.367298%;"" aria-valuenow=""43.367298"" aria-valuemin=""0"" aria-valuemax=""100"">43%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_the_People%27s_Republic_of_China.svg/150px-Flag_of_the_People%27s_Republic_of_China.svg.png,China,CN,,,25,55.555556,24.727586,40.167364,73.584906,21.258475,36.373705,59.628378,43.367298
760,160,188,9214666,3659111,STENA FORETELLER,2001,12,Ro-Ro Cargo Ship,195.3,189.8,7.516,0,,2,Controllable Pitch,22,12300,11189,24688,23577,3000,6.8,3,,86,0,0,Centre Or Only: 1,849,4,Sulzer,8ZA40S,Dalian Shipyard Co Ltd,Wartsila Italia SpA - Italy,Wartsila Finland,Wartsila,9L20,4,6400,Oil Engine(s) Geared Drive,"$3,30,00,000 ",,,0,China People's Republic Of,STENA Rederi A/S,Denmark,19,1298.88,2607.0528,2949.32523,1399.669169,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 43.159012%;"" aria-valuenow=""43.159012"" aria-valuemin=""0"" aria-valuemax=""100"">43%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/132px-Flag_of_Denmark.svg.png,Denmark,DK,,,26,57.777778,26.927945,30.045029,83.018868,20.448855,23.73866,65.97973,43.159012
761,26,38,9021332,3465777,NEW NADA,1992,3,Vehicles Carrier,180,174.5,8.8,0,,1,Fixed Pitch,19,14274,13163,47677,46566,0,4.5,12,5059,30,0,0,One Port One Starboard: 1 Starboard: 1,0,1,Mitsubishi,7UEC60LA,Oshima Shipbuilding Co Ltd,Mitsubishi Heavy Industries Ltd - Japan,,,,3,2490,Oil Engine(s) Direct Drive,"$3,94,02,267 ",,,27,Japan,New Nada Shipping Co Ltd,Panama,28,1301.7888,4348.1424,2993.410849,846.15958,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 43.117727%;"" aria-valuenow=""43.117727"" aria-valuemin=""0"" aria-valuemax=""100"">43%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,17,37.777778,26.98825,50.110248,71.698113,24.056509,46.885289,60.810811,43.117727
762,36,48,9070462,3514907,K. ASIAN BEAUTY,1994,7,Vehicles Carrier,184.7,179.2,8.8,0,,1,Fixed Pitch,19.2,13308,12197,45121,44010,0,4.4,11,4363,50,0,0,Starboard: 1 Starboard Aft: 1,0,1,B&W,6L60MC,Hyundai Heavy Inds - Ulsan,Hyundai Heavy Industries Co Ltd - South Korea,Man-B&W Diesel Ag,MAN-B&W,6L23/30H,3,2340,Oil Engine(s) Direct Drive,,"$3,40,00,000 ",01/03/2001,0,Korea South,AB Maritime SA-PAN,Panama,26,1226.46528,4158.35136,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 43.069964%;"" aria-valuenow=""43.069964"" aria-valuemin=""0"" aria-valuemax=""100"">43%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,19,42.222222,25.426668,47.922998,72.45283,22.291061,44.311763,62.398649,43.069964
763,511,547,9687306,4131751,MOBILE EXPRESS,2014,5,Ro-Ro Cargo Ship,179.46,173.96,7.6,40,CRANE,2,Controllable Pitch,18,11630,10519,21801,20690,2546,7,3,100,200,0,0,Aft: 1,414,2,MAN,9L32/44CR,Visentini Cantiere Navale Srl,Unknown,Caterpillar,Caterpillar,3516C,2,3650,Oil Engine(s) Geared Drive,$0 ,,,0,Italy,Visemar Levante Srl,Italy,6,1004.832,1883.6064,0,0,,MOBILE EXPRESS,"<div class=""progress-bar"" role=""progressbar"" style=""width: 42.998934%;"" aria-valuenow=""42.998934"" aria-valuemin=""0"" aria-valuemax=""100"">42%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,2014-05,,39,86.666667,20.831841,21.707657,67.924528,19.224373,20.831865,60.628378,42.998934
764,146,174,9207998,3652443,AMILCAR,2000,8,Ro-Ro Cargo Ship,193,187.5,7.4,0,,2,Controllable Pitch,21.6,14200,13089,22900,21789,2640,6.8,3,,,12,3,Aft: 1,709,2,MaK,9M43,Flensburger KG,Caterpillar Motoren GmbH & Co. KG - Germany,Mitsubishi,Mitsubishi,S16R-MPTA,4,6080,Oil Engine(s) Geared Drive,,"$4,50,00,000 ",18/01/2010,25,Germany,COTUNAV,Tunisia,20,1472.256,2374.272,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 42.994947%;"" aria-valuenow=""42.994947"" aria-valuemin=""0"" aria-valuemax=""100"">42%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Tunisia.svg/150px-Flag_of_Tunisia.svg.png,Tunisia,TN,,,25,55.555556,30.522319,27.362342,81.509434,23.921268,21.938401,65.202703,42.994947
765,96,119,9177026,3621471,CHANG AN KOU,1999,8,Vehicles Carrier,176.7,171.2,8.75,0,,1,Fixed Pitch,19.5,12780,11669,37237,36126,0,5,11,4632,100,0,0,Starboard: 1 Starboard Aft: 1,0,1,B&W,7S50MC-C,Uljanik Brodogradiliste dd,'Uljanik' Strojogradnja dd - Croatia,Man-B&W Diesel Ag,MAN-B&W,6L23/30H,3,2736,Oil Engine(s) Direct Drive,"$3,60,00,000 ",,,23,Croatia,COSCO Shipping Specialized,China,21,1196.208,3485.3832,3085.097266,996.512207,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 42.951012%;"" aria-valuenow=""42.951012"" aria-valuemin=""0"" aria-valuemax=""100"">42%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_the_People%27s_Republic_of_China.svg/150px-Flag_of_the_People%27s_Republic_of_China.svg.png,China,CN,,,24,53.333333,24.799384,40.167364,73.584906,21.326096,36.373705,59.695946,42.951012
766,147,175,9208007,3652452,ELYSSA,2000,11,Ro-Ro Cargo Ship,193,187.5,7.4,0,,2,Controllable Pitch,21.5,14200,13089,22900,21789,2640,6.8,3,,,12,2.9,Aft: 1,709,2,MaK,9M43,Flensburger KG,Caterpillar Motoren GmbH & Co. KG - Germany,Mitsubishi,Mitsubishi,S16R-MPTA,4,6080,Oil Engine(s) Geared Drive,"$3,90,00,000 ","$4,50,00,000 ",18/01/2010,25,Germany,COTUNAV,Tunisia,20,1465.44,2363.28,2979.601192,1789.893983,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 42.881615%;"" aria-valuenow=""42.881615"" aria-valuemin=""0"" aria-valuemax=""100"">42%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Tunisia.svg/150px-Flag_of_Tunisia.svg.png,Tunisia,TN,,,25,55.555556,30.381012,27.235664,81.132075,23.921268,21.938401,65.202703,42.881615
767,91,113,9175925,3620370,WORLD SPIRIT,1998,10,Vehicles Carrier,174.98,169.48,8.519,0,,1,Fixed Pitch,19,14101,12990,37949,36838,0,4.9,11,3199,80,0,0,Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC52LS,Kanasashi - Toyohashi,Kobe Hatsudoki KK - Japan,,,,3,2280,Oil Engine(s) Direct Drive,,,,0,Japan,Transpacific Marine Inc,Liberia,22,1286.0112,3460.9488,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 42.865151%;"" aria-valuenow=""42.865151"" aria-valuemin=""0"" aria-valuemax=""100"">42%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Flag_of_Liberia.svg/180px-Flag_of_Liberia.svg.png,Liberia,LR,,,23,51.111111,26.661154,39.885769,71.698113,23.740337,37.090587,59.114865,42.865151
768,33,45,9054119,3498564,AEGEAN LEADER,1993,8,Vehicles Carrier,180,174.5,9,0,,1,Fixed Pitch,18.8,13157,12046,48319,47208,0,4.5,12,5100,50,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LA,Mitsubishi Kobe,Mitsubishi Heavy Industries Ltd - Japan,,,,3,2520,Oil Engine(s) Direct Drive,,,,30,Japan,Empress Shipholding,Panama,27,1187.28768,4360.30656,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 42.763566%;"" aria-valuenow=""42.763566"" aria-valuemin=""0"" aria-valuemax=""100"">42%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,18,40,24.614451,50.250434,70.943396,22.015096,47.531691,60.810811,42.763566
769,72,92,9150341,3594786,PEGASUS ACE,1998,5,Vehicles Carrier,175,169.5,8.519,0,,1,Fixed Pitch,18.9,14348,13237,36893,35782,0,4.9,10,3600,80,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC52LS,Kanasashi - Toyohashi,Mitsubishi Heavy Industries Ltd - Japan,,,,3,2280,Oil Engine(s) Direct Drive,,,,30,Japan,Mitsui OSK Lines Ltd,Japan,22,1301.65056,3346.93296,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 42.598165%;"" aria-valuenow=""42.598165"" aria-valuemin=""0"" aria-valuemax=""100"">42%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/150px-Flag_of_Japan.svg.png,Japan,JP,,,23,51.111111,26.985384,38.571791,71.320755,24.19175,36.027346,59.121622,42.598165
770,71,91,9150339,3594784,AQUARIUS ACE,1998,3,Vehicles Carrier,174.98,169.48,8.519,0,,1,Fixed Pitch,18.9,14353,13242,36615,35504,0,4.9,10,3600,80,0,0,Port: 1 Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC52LS,Kanasashi - Toyohashi,Kobe Hatsudoki KK - Japan,,,,3,2646,Oil Engine(s) Direct Drive,,,,30,Japan,Aurora Car Maritime Trans SA,Panama,22,1302.10416,3321.7128,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 42.524041%;"" aria-valuenow=""42.524041"" aria-valuemin=""0"" aria-valuemax=""100"">42%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,23,51.111111,26.994788,38.281141,71.320755,24.200888,35.74744,59.114865,42.524041
771,90,112,9175494,3619939,EUROCARGO SALERNO,1998,10,Ro-Ro Cargo Ship,195.1,189.6,7.3,0,,1,Controllable Pitch,20,14413,13302,29303,28192,2550,6.1,5,0,60,0,0,Centre Or Only: 1 Starboard Aft: 1,1012,1,MAN,9L58/64,Visentini Cantiere Navale Srl,MAN B&W Diesel AG - Augsburg,,,,,,Oil Engine(s) Geared Drive,,,,0,Italy,Malta Motorways of the Sea Ltd,Malta,22,1383.648,2813.088,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 42.325634%;"" aria-valuenow=""42.325634"" aria-valuemin=""0"" aria-valuemax=""100"">42%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/150px-Flag_of_Malta.svg.png,Malta,MT,,,23,51.111111,28.685327,32.419485,75.471698,24.310543,28.385304,65.912162,42.325634
772,82,104,9165310,3609755,EUROCARGO ISTANBUL,1998,7,Ro-Ro Cargo Ship,195.1,189.6,7.4,0,,1,Controllable Pitch,20,14413,13302,29303,28192,2538,6.1,2,,,0,0,Centre Or Only: 1 Starboard Aft: 1,1012,1,MAN,9L58/64,Visentini Cantiere Navale Srl,MAN B&W Diesel AG - Augsburg,,,,3,5400,Oil Engine(s) Geared Drive,,,,0,Italy,Malta Motorways of the Sea Ltd,Malta,22,1383.648,2813.088,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 42.325634%;"" aria-valuenow=""42.325634"" aria-valuemin=""0"" aria-valuemax=""100"">42%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/150px-Flag_of_Malta.svg.png,Malta,MT,,,23,51.111111,28.685327,32.419485,75.471698,24.310543,28.385304,65.912162,42.325634
773,37,49,9070474,3514919,ASIAN GLORY,1994,11,Vehicles Carrier,184.1,178.6,8.818,0,,1,Fixed Pitch,18.6,13363,12252,44818,43707,0,4.4,11,4363,50,0,0,Starboard: 1 Starboard Aft: 1,0,1,B&W,6L60MC,Hyundai Heavy Inds - Ulsan,Hyundai Heavy Industries Co Ltd - South Korea,Man-B&W Diesel Ag,MAN-B&W,6L23/30H,3,2340,Oil Engine(s) Direct Drive,,,,0,Korea South,Zodiac Maritime Ltd,United Kingdom,26,1193.04864,4001.35104,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 42.194314%;"" aria-valuenow=""42.194314"" aria-valuemin=""0"" aria-valuemax=""100"">42%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/180px-Flag_of_the_United_Kingdom.svg.png,United Kingdom,GB,,,19,42.222222,24.733885,46.113645,70.188679,22.391578,44.006686,62.195946,42.194314
774,16,26,8606056,3050501,GMT ASTRO,1987,10,Vehicles Carrier,190.51,185.01,8.922,0,,1,Fixed Pitch,18.5,16141,15030,48017,46906,0,0,12,5348,30,0,0,Port: 1 Starboard: 2,0,1,B&W,6L60MC,Hitachi Zosen - Nagasu,Hitachi Zosen Corp - Japan,Daihatsu,Daihatsu,6DL22,3,2040,Oil Engine(s) Direct Drive,,,,21,Japan,POS Line SA,Panama,33,1433.3208,4263.9096,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 41.663959%;"" aria-valuenow=""41.663959"" aria-valuemin=""0"" aria-valuemax=""100"">41%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,,,12,26.666667,29.715127,49.139506,69.811321,27.468611,47.22762,64.361486,41.663959
775,74,94,9153032,3597477,BRITANNIA SEAWAYS,2000,4,Ro-Ro Cargo Ship,197.82,192.32,7.5,35,CRANE,2,Controllable Pitch,21.5,11089,9978,24613,23502,2820,6,3,,180,12,2.95,Aft: 1 Starboard: 1,0,2,Sulzer,9ZA50S,Fincantieri Ancona,Wartsila NSD Italia SpA - Italy,Sulzer,Sulzer,6S20,5,5780,Oil Engine(s) Geared Drive,"$6,43,09,000 ",,,17,Italy,DFDS A/S,Denmark,20,1144.3848,2540.0616,6445.079174,2736.320313,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 41.358644%;"" aria-valuenow=""41.358644"" aria-valuemin=""0"" aria-valuemax=""100"">41%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/132px-Flag_of_Denmark.svg.png,Denmark,DK,,,25,55.555556,23.725003,29.272987,81.132075,18.235649,23.663146,66.831081,41.358644
776,29,41,9030864,3475309,SPES,1993,10,Vehicles Carrier,178.09,172.59,8.764,0,,1,Controllable Pitch,19,16806,15695,33823,32712,1395,5.5,8,2860,65,12,0,Starboard: 1 Starboard Aft: 1,0,2,Sulzer,8ZAL40S,Flender,Zaklady Urzadzen Technicznych 'Zgoda' SA - Poland,,,,,,Oil Engine(s) Geared Drive,,,,32,Germany,Grimaldi Euromed SpA,Italy,27,1532.7072,3084.6576,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 41.262126%;"" aria-valuenow=""41.262126"" aria-valuemin=""0"" aria-valuemax=""100"">41%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,,,18,40,31.775573,35.549194,71.698113,28.683956,32.936296,60.165541,41.262126
777,28,40,9030852,3475297,FIDES,1993,3,Vehicles Carrier,178.09,172.59,8.767,0,,1,Controllable Pitch,19,16802,15691,33825,32714,0,5.5,8,2400,65,12,0,Starboard: 1 Starboard Aft: 1,0,2,Sulzer,8ZAL40S,Flender,Zaklady Urzadzen Technicznych 'Zgoda' SA - Poland,,,,4,3424,Oil Engine(s) Geared Drive,,,,30,Germany,Malta Motorways of the Sea Ltd,Malta,27,1532.3424,3084.84,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 41.260177%;"" aria-valuenow=""41.260177"" aria-valuemin=""0"" aria-valuemax=""100"">41%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/150px-Flag_of_Malta.svg.png,Malta,MT,,,18,40,31.76801,35.551296,71.698113,28.676645,32.93831,60.165541,41.260177
778,156,184,9212656,3657101,FINNMILL,2002,4,Ro-Ro Cargo Ship,187.06,181.56,6.8,0,,2,Controllable Pitch,20,11234,10123,25732,24621,3326,5.6,4,,50,12,0,Port: 1 Starboard: 1,388,2,MAN,9L48/60,Jinling Shipyard,MAN B&W Diesel AG - Augsburg,Mitsubishi,Mitsubishi,S12N-MPTK,4,4000,Oil Engine(s) Geared Drive,"$2,50,00,000 ",,,17,China People's Republic Of,RoRo I Mill AB,Finland,18,1078.464,2470.272,2469.623629,1015.393363,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 40.817954%;"" aria-valuenow=""40.817954"" aria-valuemin=""0"" aria-valuemax=""100"">40%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Finland.svg/164px-Flag_of_Finland.svg.png,Finland,FI,,,27,60,22.358355,28.468696,75.471698,18.500649,24.789819,63.195946,40.817954
779,155,183,9212644,3657089,FINNPULP,2002,2,Ro-Ro Cargo Ship,187.06,181.56,6.8,0,,2,Controllable Pitch,20,11170,10059,25732,24621,3326,5.6,4,,50,12,0,Port: 1 Starboard: 1,388,2,MAN,9L48/60,Jinling Shipyard,MAN B&W Diesel AG - Augsburg,Mitsubishi,Mitsubishi,S12N-MPTK,4,4000,Oil Engine(s) Geared Drive,"$2,50,00,000 ",,,17,China People's Republic Of,RoRo II Pulp AB,Finland,18,1072.32,2470.272,2485.336515,1015.393363,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 40.776190%;"" aria-valuenow=""40.776190"" aria-valuemin=""0"" aria-valuemax=""100"">40%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Finland.svg/164px-Flag_of_Finland.svg.png,Finland,FI,,,27,60,22.230979,28.468696,75.471698,18.383683,24.789819,63.195946,40.77619
780,162,190,9216626,3661071,TRANSFIGHTER,2001,12,Ro-Ro Cargo Ship,178.6,173.1,9,0,,1,Controllable Pitch,17.5,18972,17861,20851,19740,900,0,2,,,0,0,Centre Or Only: 1,759,2,Wartsila,6L46C,Gdynia Stocznia SA,Wartsila Finland Oy - Finland,Wartsila,Wartsila,6L20,4,4484,Oil Engine(s) Geared Drive,"$3,00,00,000 ",,,17,Poland,Sea-Cargo Skips AS,Malta,19,1593.648,1751.484,1679.637198,1519.756839,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 40.731696%;"" aria-valuenow=""40.731696"" aria-valuemin=""0"" aria-valuemax=""100"">40%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/150px-Flag_of_Malta.svg.png,Malta,MT,,,26,57.777778,33.038977,20.18501,66.037736,32.642506,19.875351,60.337838,40.731696
781,68,87,9138783,3583228,MSC BRIDGE,1998,7,Ro-Ro Cargo Ship,182.6,177.1,7.42,40,CRANE,2,Controllable Pitch,22,12350,11239,21104,19993,2715,6.8,2,,86,0,0,Centre Or Only: 1 Starboard: 1,800,4,Sulzer,8ZA40S,Esercizio Viareggio,New Sulzer Diesel France - France,MAN-B&W,MAN-B&W,7L28/32H,4,6400,Oil Engine(s) Geared Drive,,,,0,Italy,Stena RoRo AB,Cyprus,22,1304.16,2228.5824,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 40.462015%;"" aria-valuenow=""40.462015"" aria-valuemin=""0"" aria-valuemax=""100"">40%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Flag_of_Cyprus.svg/150px-Flag_of_Cyprus.svg.png,Cyprus,CY,,,23,51.111111,27.037409,25.683339,83.018868,20.540234,20.130086,61.689189,40.462015
782,73,93,9153020,3597465,SUECIA SEAWAYS,1999,9,Ro-Ro Cargo Ship,197.02,191.52,7.5,35,CRANE,2,Controllable Pitch,21,11089,9978,24613,23502,2772,6.2,3,,180,12,2.95,Aft: 1 Starboard: 1,0,2,Sulzer,9ZA50S,Fincantieri Ancona,Wartsila NSD Italia SpA - Italy,Sulzer,Sulzer,6S20,5,5680,Oil Engine(s) Geared Drive,"$6,43,09,000 ",,,15,Italy,DFDS A/S,Denmark,21,1117.7712,2480.9904,6445.079174,2736.320313,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 40.361324%;"" aria-valuenow=""40.361324"" aria-valuemin=""0"" aria-valuemax=""100"">40%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/132px-Flag_of_Denmark.svg.png,Denmark,DK,,,24,53.333333,23.173258,28.59222,79.245283,18.235649,23.663146,66.560811,40.361324
783,651,690,9334959,3779404,TAVASTLAND,2006,8,Ro-Ro Cargo Ship,190.79,185.29,7.8,0,,1,Controllable Pitch,16,15960,14849,23128,22017,2774,5.2,3,,,12,0,Centre Or Only: 1,0,2,MAN,9L48/60B,Aker MTW Werft GmbH,MAN B&W Diesel AG - Augsburg,Wartsila,Wartsila,8L20,3,5560,Oil Engine(s) Geared Drive,"$5,99,03,000 ",,,14,Germany,SOL RoRo AB,Sweden,14,1225.728,1776.2304,4034.143713,2720.76123,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 40.282625%;"" aria-valuenow=""40.282625"" aria-valuemin=""0"" aria-valuemax=""100"">40%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/160px-Flag_of_Sweden.svg.png,Sweden,SE,,,31,68.888889,25.411383,20.4702,60.377358,27.137818,22.167964,64.456081,40.282625
